range pdist qdist16 qdist23 qdistAstral16 qdistAstral23
006_009 8.43739130434783 0.538742857142858 0.343542857142857 0.671429 0.714286
006_009 8.88454545454545 0.381757142857143 0.34234761904762 0.685714 0.57619
006_009 8.3228125 0.4203 0.277152380952381 0.780952 0.780952
006_009 9.89470588235294 0.296833333333334 0.280209523809524 0.352381 0.609524
006_009 8.80944444444444 0.343338095238095 0.40907619047619 0.771429 0.719048
006_009 8.16913043478261 0.367028571428571 0.395790476190477 0.804762 0.62381
006_009 10.725625 0.522338095238095 0.371866666666667 0.390476 0.447619
006_009 9.40863636363636 0.486976190476191 0.420928571428572 0.32381 0.733333
006_009 8.00894736842105 0.36714761904762 0.399066666666667 0.761905 0.766667
006_009 8.52958333333333 0.457452380952381 0.440342857142857 0.728571 0.7
006_009 10.5890476190476 0.614566666666667 0.376766666666667 0.647619 0.609524
006_009 8.62882352941176 0.530085714285715 0.438166666666667 0.485714 0.690476
006_009 10.0317647058824 0.386833333333333 0.329095238095238 0.461905 0.680952
006_009 8.819 0.446738095238095 0.363052380952382 0.661905 0.485714
006_009 10.2551851851852 0.417257142857143 0.418766666666666 0.419048 0.685714
006_009 10.3329166666667 0.534828571428571 0.425409523809524 0.638095 0.661905
006_009 8.19758620689655 0.430585714285715 0.441871428571429 0.495238 0.67619
006_009 8.53647058823529 0.41047619047619 0.265828571428573 0.671429 0.519048
006_009 7.955 0.360852380952381 0.311409523809524 0.733333 0.585714
006_009 10.2552380952381 0.539890476190476 0.5804 0.6 0.671429
006_009 8.19785714285714 0.297085714285715 0.335890476190476 0.604762 0.785714
006_009 7.99388888888889 0.393076190476191 0.285980952380953 0.652381 0.609524
006_009 9.0325 0.446719047619048 0.406204761904762 0.7 0.809524
006_009 8.25529411764706 0.389461904761905 0.3909 0.571429 0.566667
006_009 8.219375 0.420233333333333 0.385204761904761 0.761905 0.652381
006_009 8.165625 0.527914285714286 0.336442857142857 0.709524 0.57619
006_009 8.50055555555556 0.359514285714286 0.395595238095238 0.666667 0.752381
006_009 8.8948 0.442209523809523 0.421280952380952 0.709524 0.652381
006_009 7.82041666666666 0.28787619047619 0.343766666666667 0.757143 0.77619
006_009 8.64 0.350199999999999 0.298657142857143 0.633333 0.728571
006_009 10.2379310344828 0.354685714285715 0.356171428571429 0.533333 0.619048
006_009 9.7956 0.427266666666667 0.28764761904762 0.542857 0.642857
006_009 9.5875 0.326404761904762 0.37627142857143 0.490476 0.719048
006_009 9.56375 0.436566666666666 0.515514285714286 0.409524 0.609524
006_009 8.438 0.400842857142857 0.411390476190477 0.771429 0.5
006_009 8.035625 0.424980952380953 0.358390476190476 0.704762 0.757143
006_009 8.08166666666667 0.398357142857143 0.230290476190476 0.738095 0.728571
006_009 8.05470588235294 0.422409523809524 0.249980952380952 0.680952 0.704762
006_009 8.471 0.440585714285714 0.317019047619048 0.67619 0.666667
006_009 7.84384615384615 0.490233333333333 0.300419047619047 0.785714 0.657143
006_009 8.57 0.475295238095238 0.381271428571428 0.814286 0.77619
006_009 10.1624 0.391828571428571 0.399557142857142 0.633333 0.671429
006_009 8.20944444444444 0.513514285714286 0.410180952380953 0.666667 0.761905
006_009 7.875 0.482957142857143 0.366580952380952 0.785714 0.752381
006_009 7.995 0.296847619047618 0.19202380952381 0.62381 0.57619
006_009 8.19785714285714 0.253061904761905 0.336266666666667 0.757143 0.62381
007_010 10.0022222222222 0.360933333333332 0.272595238095238 0.457143 0.452381
007_010 8.33866666666667 0.479033333333333 0.25212380952381 0.704762 0.62381
007_010 8.361875 0.449923809523808 0.263947619047618 0.680952 0.733333
007_010 8.05684210526316 0.437895238095238 0.31294761904762 0.661905 0.7
007_010 8.54875 0.423557142857142 0.381114285714285 0.7 0.652381
007_010 8.102 0.375490476190476 0.301338095238095 0.6 0.57619
007_010 10.2766666666667 0.540542857142858 0.486076190476191 0.52381 0.647619
007_010 8.54791666666667 0.3757 0.349028571428571 0.571429 0.661905
007_010 9.99166666666667 0.508104761904762 0.363209523809523 0.7 0.609524
007_010 9.59277777777778 0.486171428571429 0.463838095238095 0.609524 0.642857
007_010 8.36 0.367538095238095 0.333833333333334 0.571429 0.571429
007_010 8.90941176470588 0.391652380952381 0.407285714285714 0.714286 0.680952
007_010 9.2815 0.510380952380953 0.312742857142857 0.609524 0.666667
007_010 8.7075 0.423323809523811 0.346871428571429 0.62381 0.619048
007_010 10.0062068965517 0.529761904761905 0.42982380952381 0.680952 0.719048
007_010 9.94739130434782 0.517457142857143 0.473242857142857 0.742857 0.757143
007_010 9.56857142857143 0.369795238095238 0.319038095238095 0.571429 0.571429
007_010 8.33666666666667 0.388738095238095 0.387019047619048 0.666667 0.295238
007_010 10.35 0.48614761904762 0.385919047619048 0.52381 0.62381
007_010 8.6195652173913 0.332338095238095 0.278880952380953 0.438095 0.509524
007_010 8.6 0.485376190476191 0.37347619047619 0.733333 0.652381
007_010 8.874 0.455795238095238 0.265742857142857 0.452381 0.52381
007_010 10.1107692307692 0.388819047619047 0.287185714285713 0.514286 0.547619
007_010 8.90444444444444 0.408590476190477 0.35864761904762 0.619048 0.666667
007_010 9.19923076923077 0.352142857142857 0.313547619047618 0.538095 0.538095
007_010 8.30789473684211 0.389647619047619 0.405685714285714 0.642857 0.614286
007_010 10.2657894736842 0.508314285714286 0.415433333333333 0.657143 0.695238
007_010 10.0295454545455 0.49847619047619 0.503409523809524 0.661905 0.7
007_010 8.62411764705882 0.43614761904762 0.424133333333333 0.680952 0.657143
