range pdist qdist16 qdist23 qdistAstral16 qdistAstral23
007_010 10.0352631578947 0.343585714285714 0.304138095238094 0.461905 0.3
007_010 8.70666666666667 0.478609523809525 0.248528571428572 0.547619 0.657143
007_010 8.685 0.405128571428572 0.222233333333334 0.685714 0.557143
007_010 8.4775 0.324652380952381 0.286528571428572 0.619048 0.509524
007_010 8.40375 0.438342857142857 0.210347619047619 0.590476 0.452381
007_010 8.33733333333334 0.378652380952381 0.303614285714286 0.6 0.571429
007_010 9.70642857142857 0.356033333333333 0.280238095238095 0.485714 0.471429
007_010 9.5995 0.298371428571428 0.350385714285714 0.571429 0.571429
007_010 9.164 0.432076190476191 0.358414285714286 0.638095 0.585714
007_010 9.85478260869565 0.470580952380952 0.518914285714285 0.742857 0.771429
007_010 8.84916666666667 0.445076190476191 0.367247619047619 0.685714 0.504762
007_010 9.69909090909091 0.383042857142857 0.271733333333333 0.490476 0.27619
007_010 9.03 0.454023809523809 0.438947619047619 0.661905 0.561905
007_010 9.17714285714286 0.470642857142857 0.449990476190477 0.67619 0.666667
007_010 8.453125 0.410333333333334 0.444971428571428 0.671429 0.609524
007_010 10.1865 0.598142857142857 0.362976190476191 0.6 0.628571
007_010 10.3185185185185 0.476899999999999 0.319933333333333 0.704762 0.557143
007_010 10.1995238095238 0.578242857142858 0.435557142857143 0.580952 0.561905
007_010 9.92695652173913 0.514428571428572 0.507485714285715 0.757143 0.804762
007_010 7.91130434782609 0.345957142857143 0.290904761904762 0.604762 0.647619
007_010 8.03842105263158 0.344604761904763 0.26654761904762 0.619048 0.690476
008_011 11.3885714285714 0.449419047619048 0.269266666666666 0.685714 0.7
008_011 11.4119047619048 0.491861904761905 0.295895238095238 0.7 0.719048
008_011 11.5976 0.506714285714286 0.358533333333333 0.704762 0.690476
008_011 11.4684210526316 0.494052380952381 0.328028571428571 0.67619 0.719048
008_011 11.3047826086956 0.474052380952381 0.291695238095239 0.619048 0.771429
008_011 11.5209523809524 0.479990476190477 0.292180952380953 0.7 0.714286
008_011 11.5976 0.506714285714286 0.358533333333333 0.704762 0.690476
008_011 11.3395652173913 0.476633333333334 0.319904761904761 0.619048 0.690476
008_011 11.2769230769231 0.511333333333334 0.276038095238096 0.709524 0.785714
008_011 11.5540909090909 0.506971428571429 0.294609523809524 0.704762 0.771429
008_011 11.2769230769231 0.511333333333334 0.276038095238096 0.709524 0.785714
008_011 11.4713043478261 0.505723809523809 0.386528571428572 0.704762 0.709524
008_011 11.4277777777778 0.486809523809525 0.303442857142857 0.7 0.771429
008_011 11.3952380952381 0.486385714285714 0.310628571428571 0.704762 0.690476
008_011 11.3395652173913 0.476633333333334 0.319904761904761 0.619048 0.690476
008_011 11.3885714285714 0.449419047619048 0.269266666666666 0.685714 0.7
008_011 11.4684210526316 0.494052380952381 0.328028571428571 0.67619 0.719048
008_011 11.5540909090909 0.506971428571429 0.294609523809524 0.704762 0.771429
008_011 11.5209523809524 0.479990476190477 0.292180952380953 0.7 0.714286
008_011 11.5540909090909 0.506971428571429 0.294609523809524 0.704762 0.771429
008_011 11.4829411764706 0.5058 0.386528571428572 0.704762 0.709524
008_011 11.4277777777778 0.486809523809525 0.303442857142857 0.7 0.771429
008_011 11.61 0.481928571428572 0.292990476190477 0.7 0.714286
008_011 11.3885714285714 0.449419047619048 0.269266666666666 0.685714 0.7
008_011 11.4119047619048 0.491861904761905 0.295895238095238 0.7 0.719048
008_011 11.5540909090909 0.506971428571429 0.294609523809524 0.704762 0.771429
008_011 11.265 0.492519047619048 0.291419047619048 0.67619 0.747619
008_011 11.295 0.523433333333333 0.267261904761905 0.704762 0.785714
008_011 11.3885714285714 0.449419047619048 0.269266666666666 0.685714 0.7
008_011 11.4713043478261 0.505723809523809 0.386528571428572 0.704762 0.709524
008_011 11.3763636363636 0.510304761904761 0.413680952380952 0.661905 0.757143
008_011 11.5542857142857 0.513852380952381 0.315066666666667 0.666667 0.747619
008_011 11.3047826086956 0.474052380952381 0.291695238095239 0.619048 0.771429
008_011 11.4713043478261 0.505723809523809 0.386528571428572 0.704762 0.709524
008_011 11.3952380952381 0.486385714285714 0.310628571428571 0.704762 0.690476
008_011 11.5976 0.506714285714286 0.358533333333333 0.704762 0.690476
008_011 11.3395652173913 0.476633333333334 0.319904761904761 0.619048 0.690476
008_011 11.4547619047619 0.485533333333334 0.335619047619048 0.7 0.719048
008_011 11.4547619047619 0.485533333333334 0.335619047619048 0.7 0.719048
008_011 11.295 0.523433333333333 0.267261904761905 0.704762 0.785714
008_011 11.52 0.497838095238096 0.413847619047619 0.7 0.709524
008_011 11.4072727272727 0.511295238095239 0.371880952380953 0.709524 0.709524
008_011 11.5542857142857 0.513852380952381 0.315066666666667 0.666667 0.747619
008_011 11.3885714285714 0.449419047619048 0.269266666666666 0.685714 0.7
008_011 11.3047826086957 0.474052380952381 0.291695238095239 0.619048 0.771429
008_011 11.5542857142857 0.513852380952381 0.315066666666667 0.666667 0.747619
008_011 11.5215789473684 0.512290476190476 0.292152380952382 0.661905 0.728571
008_011 11.2769230769231 0.511333333333334 0.276038095238096 0.709524 0.785714
008_011 11.4829411764706 0.5058 0.386528571428572 0.704762 0.709524
008_011 11.5542857142857 0.513852380952381 0.315066666666667 0.666667 0.747619
009_012 12.104375 0.495595238095238 0.459733333333334 0.585714 0.695238
009_012 11.9226666666667 0.52027619047619 0.427671428571428 0.638095 0.733333
009_012 12.101 0.500557142857143 0.405133333333333 0.619048 0.661905
009_012 12.104375 0.495595238095238 0.459733333333334 0.585714 0.695238
009_012 11.9488888888889 0.498642857142857 0.408795238095238 0.619048 0.661905
009_012 12.0027777777778 0.517195238095238 0.451085714285714 0.638095 0.695238
009_012 11.7538095238095 0.507519047619047 0.410957142857142 0.619048 0.661905
009_012 11.7645 0.534690476190476 0.403928571428571 0.538095 0.733333
009_012 12.0664705882353 0.523780952380953 0.435647619047619 0.447619 0.661905
009_012 11.9594117647059 0.523361904761904 0.412200000000001 0.638095 0.695238
009_012 12.02 0.518790476190475 0.451009523809524 0.538095 0.72381
009_012 12.0664705882353 0.523780952380953 0.435647619047619 0.447619 0.661905
009_012 11.8890909090909 0.536842857142857 0.390666666666666 0.538095 0.733333
009_012 11.9594117647059 0.523361904761904 0.412200000000001 0.638095 0.695238
009_012 11.94 0.508171428571429 0.451966666666666 0.671429 0.719048
009_012 12.0027777777778 0.517195238095238 0.451085714285714 0.638095 0.695238
009_012 11.9226666666667 0.52027619047619 0.427671428571428 0.638095 0.733333
009_012 11.7538095238095 0.507519047619047 0.410957142857142 0.619048 0.661905
009_012 12.112 0.518838095238094 0.451009523809524 0.538095 0.72381
009_012 12.112 0.518838095238094 0.451009523809524 0.538095 0.72381
009_012 11.7538095238095 0.507519047619047 0.410957142857142 0.619048 0.661905
009_012 11.7645 0.534690476190476 0.403928571428571 0.538095 0.733333
009_012 11.9552941176471 0.506614285714286 0.487447619047619 0.671429 0.752381
009_012 12.112 0.518838095238094 0.451009523809524 0.538095 0.72381
009_012 11.8565 0.493490476190476 0.430595238095238 0.542857 0.661905
009_012 11.9488888888889 0.498642857142857 0.408795238095238 0.619048 0.661905
009_012 12.0027777777778 0.517195238095238 0.451085714285714 0.638095 0.695238
009_012 12.0027777777778 0.517195238095238 0.451085714285714 0.638095 0.695238
009_012 11.8890909090909 0.536842857142857 0.390666666666666 0.538095 0.733333
009_012 12.112 0.518838095238094 0.451009523809524 0.538095 0.72381
009_012 11.8038095238095 0.535833333333333 0.405880952380952 0.614286 0.752381
009_012 12.101 0.500557142857143 0.405133333333333 0.619048 0.661905
009_012 12.02 0.518790476190475 0.451009523809524 0.538095 0.72381
009_012 11.9429411764706 0.512561904761905 0.424642857142857 0.538095 0.661905
009_012 11.7836842105263 0.533833333333333 0.387304761904762 0.447619 0.628571
009_012 11.7836842105263 0.533833333333333 0.387304761904762 0.447619 0.628571
009_012 11.9488888888889 0.498642857142857 0.408795238095238 0.619048 0.661905
009_012 12.02 0.518790476190475 0.451009523809524 0.538095 0.72381
009_012 11.8565 0.493490476190476 0.430595238095238 0.542857 0.661905
009_012 12.112 0.518838095238094 0.451009523809524 0.538095 0.72381
009_012 11.7947368421053 0.522138095238096 0.41672380952381 0.538095 0.72381
009_012 11.7947368421053 0.522138095238096 0.41672380952381 0.538095 0.72381
009_012 11.9806666666667 0.537442857142857 0.423866666666667 0.538095 0.661905
009_012 11.9429411764706 0.512561904761905 0.424642857142857 0.538095 0.661905
009_012 11.9429411764706 0.512561904761905 0.424642857142857 0.538095 0.661905
009_012 12.0968181818182 0.526680952380952 0.4604 0.538095 0.690476
009_012 12.112 0.518838095238094 0.451009523809524 0.538095 0.72381
009_012 11.9594117647059 0.523361904761904 0.412200000000001 0.638095 0.695238
009_012 11.94 0.508171428571429 0.451966666666666 0.671429 0.719048
009_012 11.9488888888889 0.498642857142857 0.408795238095238 0.619048 0.661905
010_013 12.72375 0.512071428571429 0.407147619047619 0.57619 0.7
010_013 12.8225 0.497166666666666 0.382952380952381 0.671429 0.733333
010_013 12.6857142857143 0.506257142857143 0.393223809523809 0.647619 0.738095
010_013 12.644375 0.505704761904762 0.480719047619048 0.709524 0.685714
010_013 12.5261904761905 0.477295238095238 0.322676190476191 0.6 0.647619
010_013 12.7689473684211 0.419166666666666 0.418042857142857 0.714286 0.757143
010_013 12.8495454545455 0.450333333333332 0.356366666666667 0.661905 0.728571
010_013 11.7538095238095 0.507519047619047 0.410957142857142 0.619048 0.661905
010_013 12.3442105263158 0.475347619047619 0.343509523809524 0.6 0.647619
010_013 12.3763636363636 0.486452380952381 0.360147619047618 0.614286 0.714286
010_013 12.1016666666667 0.512152380952381 0.433280952380952 0.633333 0.757143
010_013 12.7786956521739 0.530261904761906 0.487552380952381 0.709524 0.685714
010_013 12.0341666666667 0.530552380952381 0.42965238095238 0.580952 0.742857
010_013 12.4726086956522 0.494552380952381 0.395523809523809 0.580952 0.609524
010_013 12.5094117647059 0.497595238095238 0.394138095238095 0.647619 0.72381
010_013 12.229 0.490914285714286 0.378985714285714 0.647619 0.752381
010_013 12.6423529411765 0.428928571428571 0.420666666666667 0.714286 0.757143
010_013 13.0578947368421 0.521371428571428 0.388909523809523 0.52381 0.766667
010_013 11.7836842105263 0.533833333333333 0.387304761904762 0.447619 0.628571
010_013 12.487 0.469542857142857 0.416257142857142 0.57619 0.7
010_013 12.573 0.54984761904762 0.344719047619048 0.709524 0.733333
010_013 12.1016666666667 0.512152380952381 0.433280952380952 0.633333 0.757143
010_013 12.806 0.503542857142856 0.404176190476191 0.719048 0.733333
010_013 12.72 0.502471428571428 0.411299999999999 0.614286 0.752381
010_013 12.491 0.549780952380954 0.353480952380953 0.733333 0.738095
010_013 12.6076470588235 0.503247619047619 0.400157142857143 0.595238 0.738095
010_013 12.33 0.532076190476191 0.413023809523809 0.633333 0.766667
010_013 12.362 0.511638095238095 0.429852380952381 0.757143 0.657143
010_013 12.9710526315789 0.542409523809523 0.455109523809524 0.657143 0.657143
010_013 11.8565 0.493490476190476 0.430595238095238 0.542857 0.661905
010_013 11.9533333333333 0.537995238095238 0.487466666666667 0.447619 0.752381
010_013 12.5211538461538 0.47087619047619 0.338857142857144 0.680952 0.747619
010_013 12.7557894736842 0.448019047619047 0.357695238095239 0.661905 0.728571
010_013 12.6329411764706 0.446166666666666 0.403185714285714 0.709524 0.733333
010_013 12.8027272727273 0.48092380952381 0.404880952380953 0.57619 0.733333
010_013 12.72 0.502471428571428 0.411299999999999 0.614286 0.752381
010_013 12.914 0.490938095238095 0.420833333333333 0.671429 0.733333
010_013 12.362 0.511638095238095 0.429852380952381 0.757143 0.657143
010_013 12.7638888888889 0.430590476190477 0.366619047619048 0.614286 0.733333
010_013 12.8723529411765 0.524076190476193 0.364699999999999 0.709524 0.704762
010_013 12.72 0.502471428571428 0.411299999999999 0.614286 0.752381
010_013 12.7640740740741 0.509400000000002 0.399442857142857 0.638095 0.742857
010_013 11.9533333333333 0.537995238095238 0.487466666666667 0.447619 0.752381
010_013 12.7766666666667 0.507538095238095 0.324671428571429 0.685714 0.780952
010_013 12.5868421052632 0.5019 0.373204761904761 0.685714 0.704762
010_013 12.6647619047619 0.416190476190476 0.356080952380952 0.638095 0.709524
010_013 12.8957894736842 0.502638095238094 0.397809523809523 0.614286 0.752381
010_013 12.8869565217391 0.505295238095239 0.328242857142858 0.638095 0.795238
010_013 11.862 0.514847619047619 0.409538095238095 0.657143 0.771429
010_013 11.7558823529412 0.499161904761905 0.429852380952381 0.652381 0.757143
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.3140740740741 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 14.4895833333333 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.3603846153846 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.4895833333333 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.3140740740741 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 14.4895833333333 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 14.3140740740741 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 14.3603846153846 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.4895833333333 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 14.3140740740741 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.3603846153846 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.3140740740741 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 14.4442307692308 0.500561904761905 0.448842857142857 0.666667 0.671429
011_014 14.3140740740741 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 14.3603846153846 0.503028571428572 0.448842857142857 0.666667 0.671429
011_014 13.1033333333333 0.388766666666666 0.212633333333333 0.519048 0.552381
011_014 14.4895833333333 0.500561904761905 0.448842857142857 0.666667 0.671429
012_015 15.2738095238095 0.398966666666667 0.24347619047619 0.671429 0.37619
012_015 15.3984375 0.510366666666668 0.353352380952381 0.771429 0.733333
012_015 15.29 0.454619047619048 0.327780952380953 0.757143 0.561905
012_015 15.1516666666667 0.529157142857142 0.368180952380953 0.390476 0.785714
012_015 15.1137142857143 0.543223809523809 0.362490476190477 0.661905 0.690476
012_015 15.576 0.505542857142858 0.376047619047619 0.790476 0.604762
012_015 15.3837037037037 0.533780952380953 0.3556 0.72381 0.647619
012_015 15.1188461538462 0.537452380952381 0.357180952380952 0.714286 0.766667
012_015 15.7951851851852 0.564795238095238 0.296566666666667 0.7 0.62381
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.168 0.442628571428571 0.175071428571429 0.533333 0.614286
012_015 15.2684 0.439790476190477 0.333942857142857 0.733333 0.738095
012_015 14.9769230769231 0.500895238095238 0.324628571428572 0.7 0.738095
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 15.7944 0.537642857142857 0.291033333333333 0.742857 0.709524
012_015 14.9278571428571 0.465595238095238 0.298204761904762 0.766667 0.561905
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 15.0874193548387 0.446128571428571 0.3229 0.709524 0.761905
012_015 14.6491304347826 0.47302380952381 0.237785714285714 0.752381 0.614286
012_015 15.1084 0.508166666666666 0.232566666666667 0.77619 0.633333
012_015 14.7992857142857 0.473666666666666 0.242971428571429 0.7 0.733333
012_015 13.168 0.442628571428571 0.175071428571429 0.533333 0.614286
012_015 15.3645161290323 0.577166666666667 0.255566666666666 0.752381 0.704762
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.168 0.442628571428571 0.175071428571429 0.533333 0.614286
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 14.8208695652174 0.483238095238095 0.336271428571429 0.752381 0.771429
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 15.4971428571429 0.506866666666668 0.309214285714285 0.738095 0.738095
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.168 0.442628571428571 0.175071428571429 0.533333 0.614286
012_015 15.3014814814815 0.488409523809523 0.272319047619048 0.780952 0.528571
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 15.1896774193548 0.480552380952381 0.345195238095238 0.742857 0.704762
012_015 15.375 0.497414285714286 0.37052380952381 0.790476 0.647619
012_015 15.4084615384615 0.428485714285715 0.274290476190477 0.72381 0.647619
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 14.8711764705882 0.47157142857143 0.340385714285715 0.752381 0.742857
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 15.5681481481481 0.464728571428571 0.3877 0.733333 0.804762
012_015 13.278 0.358047619047619 0.215114285714286 0.561905 0.666667
012_015 15.027619047619 0.342461904761905 0.371538095238095 0.790476 0.72381
012_015 13.168 0.442628571428571 0.175071428571429 0.533333 0.614286
012_015 15.374 0.437380952380952 0.302038095238095 0.780952 0.709524
013_016 16.025 0.413452380952381 0.330466666666667 0.7 0.695238
013_016 17.2528571428571 0.46032380952381 0.549280952380953 0.461905 0.790476
013_016 15.5242105263158 0.235328571428572 0.423928571428572 0.628571 0.633333
013_016 16.582962962963 0.442380952380952 0.485976190476191 0.7 0.7
013_016 17.6164 0.473371428571428 0.531885714285715 0.561905 0.657143
013_016 16.2383333333333 0.379061904761905 0.362042857142857 0.752381 0.657143
013_016 16.7816666666667 0.473785714285714 0.528361904761905 0.771429 0.804762
013_016 17.640303030303 0.46789523809524 0.540295238095238 0.671429 0.72381
013_016 15.088125 0.499866666666667 0.374609523809524 0.757143 0.757143
013_016 17.6009523809524 0.4494 0.529585714285715 0.6 0.752381
013_016 16.1471428571429 0.528638095238095 0.350609523809523 0.628571 0.519048
013_016 15.6613043478261 0.530504761904762 0.312852380952381 0.761905 0.67619
013_016 17.2985714285714 0.470409523809523 0.511842857142857 0.67619 0.62381
013_016 15.32 0.352752380952381 0.261761904761905 0.738095 0.228571
013_016 15.5936363636364 0.390847619047619 0.43307619047619 0.614286 0.757143
013_016 17.5375 0.472609523809523 0.616390476190476 0.714286 0.752381
013_016 16.9061111111111 0.412414285714286 0.60712380952381 0.633333 0.757143
013_016 17.2795238095238 0.500233333333333 0.605633333333333 0.6 0.685714
013_016 17.4327586206897 0.494747619047619 0.564138095238096 0.738095 0.704762
013_016 17.8158620689655 0.425309523809524 0.56362380952381 0.709524 0.67619
013_016 17.6606896551724 0.455385714285714 0.496109523809524 0.438095 0.785714
013_016 17.989 0.511004761904761 0.529357142857143 0.609524 0.728571
013_016 15.4473684210526 0.403985714285714 0.335190476190476 0.771429 0.595238
013_016 15.4328571428571 0.425776190476191 0.298633333333333 0.461905 0.747619
013_016 15.9058823529412 0.338919047619048 0.279314285714286 0.742857 0.619048
013_016 15.9294444444444 0.333828571428571 0.396319047619048 0.709524 0.719048
013_016 17.7218518518518 0.456919047619047 0.523442857142857 0.514286 0.680952
013_016 17.3765714285714 0.419033333333333 0.524619047619048 0.542857 0.809524
013_016 16.0238461538462 0.523314285714285 0.329271428571428 0.733333 0.642857
013_016 17.4223076923077 0.575838095238095 0.464966666666667 0.685714 0.628571
013_016 15.267037037037 0.309133333333334 0.396585714285715 0.638095 0.638095
013_016 17.1042857142857 0.480371428571429 0.568209523809524 0.771429 0.752381
013_016 15.4105 0.330761904761906 0.399642857142857 0.647619 0.547619
013_016 16.275 0.322166666666666 0.356109523809524 0.766667 0.633333
013_016 14.8671428571429 0.439876190476191 0.327428571428572 0.795238 0.72381
013_016 17.5825925925926 0.450185714285715 0.589995238095239 0.566667 0.72381
013_016 17.3175862068966 0.457919047619047 0.512476190476191 0.6 0.790476
013_016 15.4823529411765 0.458299999999999 0.3211 0.728571 0.7
013_016 17.0335483870968 0.416519047619048 0.550609523809523 0.77619 0.819048
013_016 15.5625 0.387438095238095 0.336009523809523 0.7 0.604762
013_016 17.6386363636364 0.456038095238095 0.549085714285714 0.666667 0.680952
013_016 17.593 0.503814285714286 0.585342857142858 0.652381 0.771429
013_016 17.718 0.471238095238095 0.511590476190477 0.62381 0.628571
013_016 17.0785714285714 0.467142857142858 0.568471428571429 0.67619 0.77619
013_016 17.4548387096774 0.434290476190476 0.503 0.657143 0.690476
013_016 15.25375 0.526042857142858 0.335642857142857 0.766667 0.595238
013_016 17.945 0.452852380952381 0.543214285714285 0.638095 0.752381
013_016 16.0577272727273 0.462 0.376847619047619 0.657143 0.661905
013_016 17.7366666666667 0.452861904761906 0.605233333333333 0.547619 0.661905
013_016 17.5604761904762 0.433685714285715 0.530847619047619 0.719048 0.728571
014_017 16.1329411764706 0.249376190476191 0.390252380952381 0.695238 0.642857
014_017 16.1691304347826 0.345014285714286 0.3795 0.661905 0.685714
014_017 16.307 0.359938095238095 0.346719047619048 0.714286 0.485714
014_017 16.195 0.285676190476191 0.378880952380952 0.67619 0.67619
014_017 16.1494444444444 0.33842380952381 0.380285714285714 0.690476 0.642857
014_017 18.4254545454545 0.449571428571428 0.44944761904762 0.595238 0.6
014_017 18.4228571428571 0.513361904761905 0.599061904761905 0.390476 0.633333
014_017 16.2682352941176 0.253685714285715 0.392638095238095 0.666667 0.533333
014_017 18.02 0.59167619047619 0.375619047619048 0.580952 0.742857
014_017 16.2305 0.35172380952381 0.379442857142857 0.647619 0.557143
014_017 16.0365 0.338390476190477 0.364928571428572 0.747619 0.633333
014_017 16.1015 0.339014285714286 0.35922380952381 0.67619 0.638095
014_017 17.6419047619048 0.393138095238095 0.431466666666666 0.419048 0.566667
014_017 16.1494444444444 0.33842380952381 0.380285714285714 0.690476 0.642857
014_017 16.2963157894737 0.350066666666667 0.379442857142857 0.647619 0.557143
014_017 17.3416666666667 0.481485714285714 0.421980952380952 0.652381 0.614286
014_017 17.1888888888889 0.471457142857143 0.547190476190476 0.714286 0.728571
014_017 18.44 0.420928571428571 0.445304761904762 0.628571 0.566667
014_017 16.1278947368421 0.343519047619048 0.376685714285714 0.642857 0.638095
014_017 18.2436842105263 0.477852380952381 0.533042857142858 0.380952 0.557143
014_017 18.1411111111111 0.525 0.565528571428571 0.642857 0.504762
014_017 16.166 0.352195238095239 0.343328571428572 0.72381 0.6
014_017 17.8823076923077 0.40174761904762 0.447471428571428 0.533333 0.504762
014_017 17.6427777777778 0.459614285714286 0.588909523809524 0.62381 0.747619
014_017 16.4261904761905 0.326085714285716 0.389171428571428 0.742857 0.619048
014_017 18.0883333333333 0.492528571428572 0.499676190476191 0.719048 0.752381
014_017 16.1752631578947 0.343557142857143 0.376685714285714 0.642857 0.638095
014_017 18.4188235294118 0.493904761904762 0.533457142857143 0.609524 0.666667
014_017 17.7244444444444 0.531904761904761 0.613209523809524 0.719048 0.780952
014_017 17.5104166666667 0.405642857142858 0.427447619047619 0.604762 0.647619
014_017 16.2194736842105 0.33854761904762 0.383133333333333 0.704762 0.533333
014_017 17.904375 0.442995238095238 0.490080952380952 0.57619 0.666667
014_017 16.1494444444444 0.33842380952381 0.380285714285714 0.690476 0.642857
014_017 18.2972222222222 0.490942857142857 0.485704761904762 0.695238 0.419048
014_017 18.101 0.470647619047619 0.590671428571429 0.333333 0.72381
014_017 17.5244444444444 0.489880952380953 0.550247619047619 0.580952 0.62381
014_017 16.3068181818182 0.28892380952381 0.381766666666667 0.690476 0.595238
014_017 17.8904545454545 0.456104761904761 0.593128571428573 0.752381 0.685714
014_017 16.1278947368421 0.343519047619048 0.376685714285714 0.642857 0.638095
014_017 16.146 0.318480952380953 0.393338095238095 0.661905 0.633333
014_017 18.2723076923077 0.526342857142857 0.525719047619048 0.761905 0.685714
014_017 18.1863636363636 0.478542857142857 0.593066666666667 0.738095 0.752381
014_017 16.4261904761905 0.326085714285716 0.389171428571428 0.742857 0.619048
014_017 17.2795 0.530680952380953 0.44292380952381 0.714286 0.666667
014_017 16.2766666666667 0.370061904761905 0.411938095238095 0.67619 0.690476
014_017 16.1494444444444 0.33842380952381 0.380285714285714 0.690476 0.642857
014_017 16.0365 0.338390476190477 0.364928571428572 0.747619 0.633333
014_017 18.2152380952381 0.518628571428571 0.539738095238095 0.666667 0.628571
014_017 17.6969565217391 0.442980952380953 0.468066666666667 0.595238 0.614286
014_017 16.3068181818182 0.28892380952381 0.381766666666667 0.690476 0.595238
015_018 19.2080769230769 0.53867619047619 0.424814285714286 0.538095 0.609524
015_018 20.1325 0.551109523809525 0.428509523809524 0.790476 0.533333
015_018 19.1678260869565 0.65877619047619 0.403252380952381 0.52381 0.661905
015_018 18.2817647058824 0.549104761904762 0.479976190476191 0.7 0.757143
015_018 18.49 0.568280952380954 0.572257142857143 0.738095 0.747619
015_018 18.6405555555556 0.423590476190476 0.385685714285715 0.552381 0.442857
015_018 19.0355555555556 0.550838095238095 0.44482380952381 0.604762 0.67619
015_018 19.6345454545455 0.552471428571429 0.520480952380953 0.647619 0.785714
015_018 19.48 0.587623809523809 0.536357142857143 0.719048 0.757143
