"","GND","Low","Med","Hi","real_mean","real_count"
"178",17.85,0.00723927477107286,0.000847297431252291,7.05643596967072e-05,0.000144926001671075,5246
"179",17.95,0.00712240552759989,0.000826071408116986,6.80335633129625e-05,0.000124848944500543,4691
"180",18.05,0.00700797435997606,0.000805473186820065,6.56044991526551e-05,9.71508177122796e-05,4037
"181",18.15,0.00689591908901554,0.000785481403067095,6.32726438377127e-05,8.15202913019842e-05,3877
"182",18.25,0.00678617940776611,0.000766075513404526,6.10336941038598e-05,8.15335465293869e-05,3316
"183",18.35,0.00667869681306948,0.000747235759810954,5.88835551809527e-05,5.46918339143725e-05,2823
"184",18.45,0.00657341454446603,0.000728943136384134,5.68183298337973e-05,4.00376513182955e-05,2617
"185",18.55,0.00647027752453962,0.000711179357499614,5.4834308023332e-05,2.6818352685808e-05,2376
"186",18.65,0.00636923230156437,0.000693926827450826,5.29279571505865e-05,1.89647223201179e-05,2259
"187",18.75,0.00627022699338918,0.000677168611495664,5.10959128482628e-05,1.2917072112072e-05,2341
"188",18.85,0.0061732112382613,0.00066088840823862,4.93349702870386e-05,5.7716117344208e-06,2451
"189",18.95,0.00607813613801043,0.000645070523281385,4.76420759763616e-05,8.05428554227479e-07,1929
"190",19.05,0.00598495421379193,0.000629699844078575,4.6014319967215e-05,4.06450025969861e-06,1873
"191",19.15,0.00589361935306102,0.000614761815938468,4.44489285897035e-05,7.33240929378807e-07,1805
"192",19.25,0.00580408677376983,0.000600242419112087,4.29432574863741e-05,9.68232988593343e-07,1647
"193",19.35,0.0057163129719206,0.000586128146916806,4.14947850782075e-05,1.81652787752385e-06,1616
"194",19.45,0.0056302556804046,0.000572405984843715,4.01011063767718e-05,8.60449563051304e-07,1456
"195",19.55,0.00554587383326727,0.000559063390600428,3.87599271324026e-05,0,1424
"196",19.65,0.00546312752278207,0.000546088275043875,3.7469058298872e-05,8.99335726937315e-07,1269
"197",19.75,0.00538197796278061,0.000533468983959745,3.62264107962282e-05,0,1323
"198",19.85,0.00530238745241244,0.000521194280647694,3.50299905545741e-05,0,1093
"199",19.95,0.00522431934121047,0.000509253329273478,3.38778938226891e-05,0,1091
"200",20.05,0.00514773799543254,0.000497635678951224,3.27683027263042e-05,0,1028
"201",20.15,0.00507260876561877,0.000486331248520974,3.16994810618149e-05,0,926
"202",20.25,0.00499889795531716,0.000475330311988403,3.06697703120635e-05,0,1003
"203",20.35,0.00492657278996467,0.000464623484595328,2.96775858716318e-05,0,849
"204",20.45,0.00485560139167466,0.000454201709491244,2.87214134698391e-05,0,691
"205",20.55,0.00478595274539931,0.000444056244977634,2.77998057803657e-05,0,793
"206",20.65,0.00471759667574399,0.00043417865229821,2.69113792070521e-05,1.55723827975917e-06,866
"207",20.75,0.00465050381990636,0.00042456078394966,2.60548108360811e-05,0,907
"208",20.85,0.00458464560249769,0.000415194772488683,2.52288355453079e-05,0,837
"209",20.95,0.00451999421124514,0.000406073019812379,2.44322432620593e-05,0,892
"210",21.05,0.00445652257354037,0.00039718818688995,2.36638763612305e-05,0,993
"211",21.15,0.00439420433380191,0.000388533183926209,2.29226271959876e-05,0,913
"212",21.25,0.00433301383161981,0.000380101160934255,2.22074357538356e-05,0,705
"213",21.35,0.0042729260806524,0.000371885498702703,2.15172874312284e-05,0,587
"214",21.45,0.00421391674824652,0.000363879800134948,2.08512109202992e-05,0,692
